study_accession	sample_accession	secondary_sample_accession	run_accession	sample_title
PRJEB13747	SAMEA3943217	ERS1130351	ERR1383472	Plate35.8
PRJEB13747	SAMEA3944535	ERS1131669	ERR1383473	Plate13.45
PRJEB13747	SAMEA3944099	ERS1131233	ERR1383474	High1.24
PRJEB13747	SAMEA3943605	ERS1130739	ERR1383475	Plate45.66
PRJEB13747	SAMEA3943457	ERS1130591	ERR1383476	Plate40.83
PRJEB13747	SAMEA3945751	ERS1132885	ERR1383477	Plate30.78
PRJEB13747	SAMEA3944151	ERS1131285	ERR1383478	High2.13
PRJEB13747	SAMEA3945252	ERS1132386	ERR1383479	Plate24.37
PRJEB13747	SAMEA3946059	ERS1133193	ERR1383480	Plate5.42
PRJEB13747	SAMEA3944831	ERS1131965	ERR1383481	Plate17.63
PRJEB13747	SAMEA3945915	ERS1133049	ERR1383482	Plate33.17
PRJEB13747	SAMEA3943442	ERS1130576	ERR1383483	Plate40.70
PRJEB13747	SAMEA3946344	ERS1133478	ERR1383484	PlateRedo1.20
PRJEB13747	SAMEA3945916	ERS1133050	ERR1383485	Plate33.16
PRJEB13747	SAMEA3945047	ERS1132181	ERR1383486	Plate21.34
PRJEB13747	SAMEA3943787	ERS1130921	ERR1383487	Plate47.51
PRJEB13747	SAMEA3945516	ERS1132650	ERR1383488	Plate27.44
PRJEB13747	SAMEA3943534	ERS1130668	ERR1383489	Plate42.2
PRJEB13747	SAMEA3944573	ERS1131707	ERR1383490	Plate13.9
PRJEB13747	SAMEA3946118	ERS1133252	ERR1383491	Plate6.70
PRJEB13747	SAMEA3944947	ERS1132081	ERR1383492	Plate19.70
PRJEB13747	SAMEA3945416	ERS1132550	ERR1383493	Plate26.87
PRJEB13747	SAMEA3944369	ERS1131503	ERR1383494	Plate10.31
PRJEB13747	SAMEA3944685	ERS1131819	ERR1383495	Plate15.40
PRJEB13747	SAMEA3945600	ERS1132734	ERR1383496	Plate28.56
PRJEB13747	SAMEA3943755	ERS1130889	ERR1383497	Plate47.13
PRJEB13747	SAMEA3946079	ERS1133213	ERR1383498	Plate6.89
PRJEB13747	SAMEA3945158	ERS1132292	ERR1383499	Plate22.29
PRJEB13747	SAMEA3945572	ERS1132706	ERR1383500	Plate28.77
PRJEB13747	SAMEA3945853	ERS1132987	ERR1383501	Plate32.54
PRJEB13747	SAMEA3946332	ERS1133466	ERR1383502	Plate9.5
PRJEB13747	SAMEA3944929	ERS1132063	ERR1383503	Plate19.66
PRJEB13747	SAMEA3944498	ERS1131632	ERR1383504	Plate12.85
PRJEB13747	SAMEA3943268	ERS1130402	ERR1383505	Plate36.47
PRJEB13747	SAMEA3944301	ERS1131435	ERR1383506	Low2.83
PRJEB13747	SAMEA3944812	ERS1131946	ERR1383507	Plate17.43
PRJEB13747	SAMEA3946240	ERS1133374	ERR1383508	Plate8.10
PRJEB13747	SAMEA3944683	ERS1131817	ERR1383509	Plate15.11
PRJEB13747	SAMEA3944401	ERS1131535	ERR1383510	Plate10.79
PRJEB13747	SAMEA3944775	ERS1131909	ERR1383511	Plate16.21
PRJEB13747	SAMEA3943206	ERS1130340	ERR1383512	Plate35.41
PRJEB13747	SAMEA3946026	ERS1133160	ERR1383513	Plate5.87
PRJEB13747	SAMEA3945544	ERS1132678	ERR1383514	Plate28.12
PRJEB13747	SAMEA3944707	ERS1131841	ERR1383515	Plate15.42
PRJEB13747	SAMEA3945099	ERS1132233	ERR1383516	Plate21.88
PRJEB13747	SAMEA3944760	ERS1131894	ERR1383517	Plate16.34
PRJEB13747	SAMEA3945918	ERS1133052	ERR1383518	Plate33.37
PRJEB13747	SAMEA3945493	ERS1132627	ERR1383519	Plate27.43
PRJEB13747	SAMEA3943323	ERS1130457	ERR1383520	Plate36.74
PRJEB13747	SAMEA3943864	ERS1130998	ERR1383521	Plate38.43
PRJEB13747	SAMEA3946016	ERS1133150	ERR1383522	Plate5.93
PRJEB13747	SAMEA3944061	ERS1131195	ERR1383523	Plate43.34
PRJEB13747	SAMEA3944849	ERS1131983	ERR1383524	Plate17.23
PRJEB13747	SAMEA3945386	ERS1132520	ERR1383525	Plate25.90
PRJEB13747	SAMEA3945789	ERS1132923	ERR1383526	Plate31.82
PRJEB13747	SAMEA3944487	ERS1131621	ERR1383527	Plate12.75
PRJEB13747	SAMEA3944694	ERS1131828	ERR1383528	Plate15.61
PRJEB13747	SAMEA3945081	ERS1132215	ERR1383529	Plate21.24
PRJEB13747	SAMEA3944371	ERS1131505	ERR1383530	Plate10.17
PRJEB13747	SAMEA3946097	ERS1133231	ERR1383531	Plate6.25
PRJEB13747	SAMEA3945400	ERS1132534	ERR1383532	Plate25.45
PRJEB13747	SAMEA3945031	ERS1132165	ERR1383533	Plate20.33
PRJEB13747	SAMEA3945380	ERS1132514	ERR1383534	Plate25.54
PRJEB13747	SAMEA3945743	ERS1132877	ERR1383535	Plate30.52
PRJEB13747	SAMEA3945192	ERS1132326	ERR1383536	Plate23.19
PRJEB13747	SAMEA3945679	ERS1132813	ERR1383537	Plate29.67
PRJEB13747	SAMEA3945885	ERS1133019	ERR1383538	Plate32.35
PRJEB13747	SAMEA3943733	ERS1130867	ERR1383539	Plate46.68
PRJEB13747	SAMEA3944066	ERS1131200	ERR1383540	High1.46
PRJEB13747	SAMEA3946232	ERS1133366	ERR1383541	Plate8.26
PRJEB13747	SAMEA3944295	ERS1131429	ERR1383542	Low2.7
PRJEB13747	SAMEA3943357	ERS1130491	ERR1383543	Plate37.4
PRJEB13747	SAMEA3945963	ERS1133097	ERR1383544	Plate34.33
PRJEB13747	SAMEA3944729	ERS1131863	ERR1383545	Plate16.7
PRJEB13747	SAMEA3945990	ERS1133124	ERR1383546	Plate5.45
PRJEB13747	SAMEA3946297	ERS1133431	ERR1383547	Plate9.6
PRJEB13747	SAMEA3943702	ERS1130836	ERR1383548	Plate46.79
PRJEB13747	SAMEA3943450	ERS1130584	ERR1383549	Plate40.42
PRJEB13747	SAMEA3946360	ERS1133494	ERR1383550	PlateRedo1.88
PRJEB13747	SAMEA3943285	ERS1130419	ERR1383551	Plate36.60
PRJEB13747	SAMEA3945048	ERS1132182	ERR1383552	Plate21.50
PRJEB13747	SAMEA3946148	ERS1133282	ERR1383553	Plate6.13
PRJEB13747	SAMEA3943647	ERS1130781	ERR1383554	Plate45.75
PRJEB13747	SAMEA3945429	ERS1132563	ERR1383555	Plate26.67
PRJEB13747	SAMEA3945863	ERS1132997	ERR1383556	Plate32.3
PRJEB13747	SAMEA3945241	ERS1132375	ERR1383557	Plate23.58
PRJEB13747	SAMEA3945671	ERS1132805	ERR1383558	Plate29.42
PRJEB13747	SAMEA3945854	ERS1132988	ERR1383559	Plate32.53
PRJEB13747	SAMEA3945905	ERS1133039	ERR1383560	Plate33.51
PRJEB13747	SAMEA3945211	ERS1132345	ERR1383561	Plate23.15
PRJEB13747	SAMEA3945391	ERS1132525	ERR1383562	Plate25.79
PRJEB13747	SAMEA3946004	ERS1133138	ERR1383563	Plate5.24
PRJEB13747	SAMEA3944688	ERS1131822	ERR1383564	Plate15.30
PRJEB13747	SAMEA3945716	ERS1132850	ERR1383565	Plate30.59
PRJEB13747	SAMEA3943237	ERS1130371	ERR1383566	Plate35.26
PRJEB13747	SAMEA3943140	ERS1130274	ERR1383567	Plate34.2.77
PRJEB13747	SAMEA3945535	ERS1132669	ERR1383568	Plate28.46
PRJEB13747	SAMEA3944290	ERS1131424	ERR1383569	Low2.70
PRJEB13747	SAMEA3944511	ERS1131645	ERR1383570	Plate13.7
PRJEB13747	SAMEA3946111	ERS1133245	ERR1383571	Plate6.81
PRJEB13747	SAMEA3944770	ERS1131904	ERR1383572	Plate16.41
PRJEB13747	SAMEA3944587	ERS1131721	ERR1383573	Plate14.81
PRJEB13747	SAMEA3943295	ERS1130429	ERR1383574	Plate36.31
PRJEB13747	SAMEA3943821	ERS1130955	ERR1383575	Plate38.50
PRJEB13747	SAMEA3944512	ERS1131646	ERR1383576	Plate13.34
PRJEB13747	SAMEA3943788	ERS1130922	ERR1383577	Plate47.50
PRJEB13747	SAMEA3945981	ERS1133115	ERR1383578	Plate34.58
PRJEB13747	SAMEA3944779	ERS1131913	ERR1383579	Plate16.23
PRJEB13747	SAMEA3945674	ERS1132808	ERR1383580	Plate29.88
PRJEB13747	SAMEA3945425	ERS1132559	ERR1383581	Plate26.39
PRJEB13747	SAMEA3943703	ERS1130837	ERR1383582	Plate46.80
PRJEB13747	SAMEA3945300	ERS1132434	ERR1383583	Plate24.58
PRJEB13747	SAMEA3946316	ERS1133450	ERR1383584	Plate9.52
PRJEB13747	SAMEA3944087	ERS1131221	ERR1383585	High1.3
PRJEB13747	SAMEA3944045	ERS1131179	ERR1383586	Plate43.48
PRJEB13747	SAMEA3944660	ERS1131794	ERR1383587	Plate15.48
PRJEB13747	SAMEA3944112	ERS1131246	ERR1383588	High1.14
PRJEB13747	SAMEA3944746	ERS1131880	ERR1383589	Plate16.26
PRJEB13747	SAMEA3944115	ERS1131249	ERR1383590	High1.5
PRJEB13747	SAMEA3943599	ERS1130733	ERR1383591	Plate45.36
PRJEB13747	SAMEA3943587	ERS1130721	ERR1383592	Plate45.45
PRJEB13747	SAMEA3944696	ERS1131830	ERR1383593	Plate15.66
PRJEB13747	SAMEA3945418	ERS1132552	ERR1383594	Plate26.27
PRJEB13747	SAMEA3943939	ERS1131073	ERR1383595	Plate39.51
PRJEB13747	SAMEA3944806	ERS1131940	ERR1383596	Plate17.89
PRJEB13747	SAMEA3943783	ERS1130917	ERR1383597	Plate47.27
PRJEB13747	SAMEA3945359	ERS1132493	ERR1383598	Plate25.95
PRJEB13747	SAMEA3943985	ERS1131119	ERR1383599	Plate41.87
PRJEB13747	SAMEA3945592	ERS1132726	ERR1383600	Plate28.71
PRJEB13747	SAMEA3944413	ERS1131547	ERR1383601	Plate10.4
PRJEB13747	SAMEA3943432	ERS1130566	ERR1383602	Plate40.21
PRJEB13747	SAMEA3944964	ERS1132098	ERR1383603	Plate19.88
PRJEB13747	SAMEA3946199	ERS1133333	ERR1383604	Plate7.52
PRJEB13747	SAMEA3945412	ERS1132546	ERR1383605	Plate26.55
PRJEB13747	SAMEA3944299	ERS1131433	ERR1383606	Low2.53
PRJEB13747	SAMEA3944626	ERS1131760	ERR1383607	Plate14.63
PRJEB13747	SAMEA3944917	ERS1132051	ERR1383608	Plate18.80
PRJEB13747	SAMEA3943507	ERS1130641	ERR1383609	Plate42.63
PRJEB13747	SAMEA3946302	ERS1133436	ERR1383610	Plate9.75
PRJEB13747	SAMEA3945267	ERS1132401	ERR1383611	Plate24.24
PRJEB13747	SAMEA3943607	ERS1130741	ERR1383612	Plate45.25
PRJEB13747	SAMEA3946212	ERS1133346	ERR1383613	Plate7.4
PRJEB13747	SAMEA3943868	ERS1131002	ERR1383614	Plate38.9
PRJEB13747	SAMEA3945672	ERS1132806	ERR1383615	Plate29.41
PRJEB13747	SAMEA3944637	ERS1131771	ERR1383616	Plate14.72
PRJEB13747	SAMEA3945730	ERS1132864	ERR1383617	Plate30.96
PRJEB13747	SAMEA3943368	ERS1130502	ERR1383618	Plate37.30
PRJEB13747	SAMEA3943622	ERS1130756	ERR1383619	Plate45.32
PRJEB13747	SAMEA3944229	ERS1131363	ERR1383620	Low1.33
PRJEB13747	SAMEA3943571	ERS1130705	ERR1383621	Plate44.24
PRJEB13747	SAMEA3944924	ERS1132058	ERR1383622	Plate19.43
PRJEB13747	SAMEA3945629	ERS1132763	ERR1383623	Plate29.73
PRJEB13747	SAMEA3944680	ERS1131814	ERR1383624	Plate15.57
PRJEB13747	SAMEA3945549	ERS1132683	ERR1383625	Plate28.73
PRJEB13747	SAMEA3946057	ERS1133191	ERR1383626	Plate5.61
PRJEB13747	SAMEA3944638	ERS1131772	ERR1383627	Plate14.31
PRJEB13747	SAMEA3943430	ERS1130564	ERR1383628	Plate40.18
PRJEB13747	SAMEA3945396	ERS1132530	ERR1383629	Plate25.41
PRJEB13747	SAMEA3946103	ERS1133237	ERR1383630	Plate6.30
PRJEB13747	SAMEA3944902	ERS1132036	ERR1383631	Plate18.73
PRJEB13747	SAMEA3945980	ERS1133114	ERR1383632	Plate34.57
PRJEB13747	SAMEA3944975	ERS1132109	ERR1383633	Plate20.51
PRJEB13747	SAMEA3944215	ERS1131349	ERR1383634	Low1.7
PRJEB13747	SAMEA3945155	ERS1132289	ERR1383635	Plate22.65
PRJEB13747	SAMEA3943501	ERS1130635	ERR1383636	Plate42.31
PRJEB13747	SAMEA3946322	ERS1133456	ERR1383637	Plate9.9
PRJEB13747	SAMEA3945537	ERS1132671	ERR1383638	Plate28.37
PRJEB13747	SAMEA3945919	ERS1133053	ERR1383639	Plate33.43
PRJEB13747	SAMEA3943130	ERS1130264	ERR1383640	Plate34.2.80
PRJEB13747	SAMEA3945426	ERS1132560	ERR1383641	Plate26.40
PRJEB13747	SAMEA3944046	ERS1131180	ERR1383642	Plate43.64
PRJEB13747	SAMEA3945200	ERS1132334	ERR1383643	Plate23.43
PRJEB13747	SAMEA3944536	ERS1131670	ERR1383644	Plate13.32
PRJEB13747	SAMEA3944197	ERS1131331	ERR1383645	Low1.35
PRJEB13747	SAMEA3943266	ERS1130400	ERR1383646	Plate36.57
PRJEB13747	SAMEA3944325	ERS1131459	ERR1383647	Low2.9
PRJEB13747	SAMEA3943559	ERS1130693	ERR1383648	Plate44.46
PRJEB13747	SAMEA3943879	ERS1131013	ERR1383649	Plate38.1
PRJEB13747	SAMEA3943745	ERS1130879	ERR1383650	Plate47.45
PRJEB13747	SAMEA3946114	ERS1133248	ERR1383651	Plate6.86
PRJEB13747	SAMEA3943991	ERS1131125	ERR1383652	Plate41.29
PRJEB13747	SAMEA3944311	ERS1131445	ERR1383653	Low2.17
PRJEB13747	SAMEA3944346	ERS1131480	ERR1383654	Low2.37
PRJEB13747	SAMEA3946339	ERS1133473	ERR1383655	Plate9.81
PRJEB13747	SAMEA3944810	ERS1131944	ERR1383656	Plate17.10
PRJEB13747	SAMEA3945569	ERS1132703	ERR1383657	Plate28.51
PRJEB13747	SAMEA3944282	ERS1131416	ERR1383658	Low2.72
PRJEB13747	SAMEA3945814	ERS1132948	ERR1383659	Plate31.90
PRJEB13747	SAMEA3945009	ERS1132143	ERR1383660	Plate20.14
PRJEB13747	SAMEA3944400	ERS1131534	ERR1383661	Plate10.6
PRJEB13747	SAMEA3946291	ERS1133425	ERR1383662	Plate9.87
PRJEB13747	SAMEA3945138	ERS1132272	ERR1383663	Plate22.13
PRJEB13747	SAMEA3943198	ERS1130332	ERR1383664	Plate35.46
PRJEB13747	SAMEA3946081	ERS1133215	ERR1383665	Plate6.67
PRJEB13747	SAMEA3944189	ERS1131323	ERR1383666	High2.73
PRJEB13747	SAMEA3944840	ERS1131974	ERR1383667	Plate17.70
PRJEB13747	SAMEA3945693	ERS1132827	ERR1383668	Plate30.49
PRJEB13747	SAMEA3945086	ERS1132220	ERR1383669	Plate21.7
PRJEB13747	SAMEA3943876	ERS1131010	ERR1383670	Plate38.46
PRJEB13747	SAMEA3946039	ERS1133173	ERR1383671	Plate5.36
PRJEB13747	SAMEA3944513	ERS1131647	ERR1383672	Plate13.13
PRJEB13747	SAMEA3944125	ERS1131259	ERR1383673	High1.59
PRJEB13747	SAMEA3944209	ERS1131343	ERR1383674	Low1.43
PRJEB13747	SAMEA3943847	ERS1130981	ERR1383675	Plate38.81
PRJEB13747	SAMEA3945829	ERS1132963	ERR1383676	Plate31.12
PRJEB13747	SAMEA3944996	ERS1132130	ERR1383677	Plate20.2
PRJEB13747	SAMEA3946241	ERS1133375	ERR1383678	Plate8.14
PRJEB13747	SAMEA3944869	ERS1132003	ERR1383679	Plate18.41
PRJEB13747	SAMEA3943675	ERS1130809	ERR1383680	Plate46.65
PRJEB13747	SAMEA3943359	ERS1130493	ERR1383681	Plate37.89
PRJEB13747	SAMEA3946176	ERS1133310	ERR1383682	Plate7.13
PRJEB13747	SAMEA3943700	ERS1130834	ERR1383683	Plate46.59
PRJEB13747	SAMEA3946181	ERS1133315	ERR1383684	Plate7.1
PRJEB13747	SAMEA3945617	ERS1132751	ERR1383685	Plate29.36
PRJEB13747	SAMEA3944478	ERS1131612	ERR1383686	Plate12.29
PRJEB13747	SAMEA3943497	ERS1130631	ERR1383687	Plate42.39
PRJEB13747	SAMEA3945067	ERS1132201	ERR1383688	Plate21.74
PRJEB13747	SAMEA3943826	ERS1130960	ERR1383689	Plate38.39
PRJEB13747	SAMEA3944955	ERS1132089	ERR1383690	Plate19.82
PRJEB13747	SAMEA3943774	ERS1130908	ERR1383691	Plate47.48
PRJEB13747	SAMEA3943852	ERS1130986	ERR1383692	Plate38.71
PRJEB13747	SAMEA3946006	ERS1133140	ERR1383693	Plate5.84
PRJEB13747	SAMEA3943625	ERS1130759	ERR1383694	Plate45.2
PRJEB13747	SAMEA3943971	ERS1131105	ERR1383695	Plate41.65
PRJEB13747	SAMEA3945123	ERS1132257	ERR1383696	Plate22.79
PRJEB13747	SAMEA3945044	ERS1132178	ERR1383697	Plate21.67
PRJEB13747	SAMEA3945928	ERS1133062	ERR1383698	Plate33.45
PRJEB13747	SAMEA3945557	ERS1132691	ERR1383699	Plate28.24
PRJEB13747	SAMEA3944845	ERS1131979	ERR1383700	Plate17.36
PRJEB13747	SAMEA3943392	ERS1130526	ERR1383701	Plate37.69
PRJEB13747	SAMEA3943577	ERS1130711	ERR1383702	Plate44.59
PRJEB13747	SAMEA3944190	ERS1131324	ERR1383703	High2.71
PRJEB13747	SAMEA3946056	ERS1133190	ERR1383704	Plate5.86
PRJEB13747	SAMEA3944879	ERS1132013	ERR1383705	Plate18.83
PRJEB13747	SAMEA3943928	ERS1131062	ERR1383706	Plate39.9
PRJEB13747	SAMEA3944652	ERS1131786	ERR1383707	Plate15.49
PRJEB13747	SAMEA3944699	ERS1131833	ERR1383708	Plate15.83
PRJEB13747	SAMEA3944064	ERS1131198	ERR1383709	High1.81
PRJEB13747	SAMEA3945917	ERS1133051	ERR1383710	Plate33.58
PRJEB13747	SAMEA3944798	ERS1131932	ERR1383711	Plate17.17
PRJEB13747	SAMEA3943616	ERS1130750	ERR1383712	Plate45.41
PRJEB13747	SAMEA3945869	ERS1133003	ERR1383713	Plate32.23
PRJEB13747	SAMEA3945698	ERS1132832	ERR1383714	Plate30.76
PRJEB13747	SAMEA3944422	ERS1131556	ERR1383715	Plate11.63
PRJEB13747	SAMEA3944627	ERS1131761	ERR1383716	Plate14.62
PRJEB13747	SAMEA3945950	ERS1133084	ERR1383717	Plate34.74
PRJEB13747	SAMEA3943993	ERS1131127	ERR1383718	Plate41.36
PRJEB13747	SAMEA3945413	ERS1132547	ERR1383719	Plate26.56
PRJEB13747	SAMEA3945348	ERS1132482	ERR1383720	Plate25.14
PRJEB13747	SAMEA3945445	ERS1132579	ERR1383721	Plate26.23
PRJEB13747	SAMEA3946074	ERS1133208	ERR1383722	Plate6.15
PRJEB13747	SAMEA3945651	ERS1132785	ERR1383723	Plate29.90
PRJEB13747	SAMEA3945526	ERS1132660	ERR1383724	Plate28.26
PRJEB13747	SAMEA3943806	ERS1130940	ERR1383725	Plate37.51
PRJEB13747	SAMEA3943274	ERS1130408	ERR1383726	Plate36.33
PRJEB13747	SAMEA3945925	ERS1133059	ERR1383727	Plate33.47
PRJEB13747	SAMEA3944318	ERS1131452	ERR1383728	Low2.56
PRJEB13747	SAMEA3943170	ERS1130304	ERR1383729	Plate34.2.21
PRJEB13747	SAMEA3943389	ERS1130523	ERR1383730	Plate37.81
PRJEB13747	SAMEA3944745	ERS1131879	ERR1383731	Plate16.24
PRJEB13747	SAMEA3944578	ERS1131712	ERR1383732	Plate14.15
PRJEB13747	SAMEA3945282	ERS1132416	ERR1383733	Plate24.71
PRJEB13747	SAMEA3946155	ERS1133289	ERR1383734	Plate6.92
PRJEB13747	SAMEA3945659	ERS1132793	ERR1383735	Plate29.33
PRJEB13747	SAMEA3945821	ERS1132955	ERR1383736	Plate31.53
PRJEB13747	SAMEA3943386	ERS1130520	ERR1383737	Plate37.84
PRJEB13747	SAMEA3944582	ERS1131716	ERR1383738	Plate14.4
PRJEB13747	SAMEA3944979	ERS1132113	ERR1383739	Plate20.77
PRJEB13747	SAMEA3943650	ERS1130784	ERR1383740	Plate45.50
PRJEB13747	SAMEA3943453	ERS1130587	ERR1383741	Plate40.73
PRJEB13747	SAMEA3945727	ERS1132861	ERR1383742	Plate30.15
PRJEB13747	SAMEA3946367	ERS1133501	ERR1383743	PlateRedo1.17
PRJEB13747	SAMEA3944892	ERS1132026	ERR1383744	Plate18.58
PRJEB13747	SAMEA3944850	ERS1131984	ERR1383745	Plate17.6
PRJEB13747	SAMEA3943211	ERS1130345	ERR1383746	Plate35.28
PRJEB13747	SAMEA3943905	ERS1131039	ERR1383747	Plate39.7
PRJEB13747	SAMEA3944191	ERS1131325	ERR1383748	High2.63
PRJEB13747	SAMEA3945734	ERS1132868	ERR1383749	Plate30.23
PRJEB13747	SAMEA3943445	ERS1130579	ERR1383750	Plate40.43
PRJEB13747	SAMEA3945688	ERS1132822	ERR1383751	Plate30.93
PRJEB13747	SAMEA3943455	ERS1130589	ERR1383752	Plate40.31
PRJEB13747	SAMEA3943963	ERS1131097	ERR1383753	Plate41.1
PRJEB13747	SAMEA3945414	ERS1132548	ERR1383754	Plate26.1
PRJEB13747	SAMEA3943986	ERS1131120	ERR1383755	Plate41.39
PRJEB13747	SAMEA3943870	ERS1131004	ERR1383756	Plate38.28
PRJEB13747	SAMEA3944437	ERS1131571	ERR1383757	Plate11.70
PRJEB13747	SAMEA3944639	ERS1131773	ERR1383758	Plate14.42
PRJEB13747	SAMEA3943525	ERS1130659	ERR1383759	Plate42.71
PRJEB13747	SAMEA3943982	ERS1131116	ERR1383760	Plate41.25
PRJEB13747	SAMEA3943360	ERS1130494	ERR1383761	Plate37.73
PRJEB13747	SAMEA3944524	ERS1131658	ERR1383762	Plate13.79
PRJEB13747	SAMEA3946156	ERS1133290	ERR1383763	Plate7.35
PRJEB13747	SAMEA3946180	ERS1133314	ERR1383764	Plate7.71
PRJEB13747	SAMEA3943385	ERS1130519	ERR1383765	Plate37.71
PRJEB13747	SAMEA3944059	ERS1131193	ERR1383766	Plate43.54
PRJEB13747	SAMEA3944596	ERS1131730	ERR1383767	Plate14.76
PRJEB13747	SAMEA3946325	ERS1133459	ERR1383768	Plate9.33
PRJEB13747	SAMEA3944275	ERS1131409	ERR1383769	Low2.62
PRJEB13747	SAMEA3946255	ERS1133389	ERR1383770	Plate8.29
PRJEB13747	SAMEA3944625	ERS1131759	ERR1383771	Plate14.53
PRJEB13747	SAMEA3945971	ERS1133105	ERR1383772	Plate34.91
PRJEB13747	SAMEA3944267	ERS1131401	ERR1383773	Low1.56
PRJEB13747	SAMEA3945601	ERS1132735	ERR1383774	Plate28.57
PRJEB13747	SAMEA3945061	ERS1132195	ERR1383775	Plate21.44
PRJEB13747	SAMEA3944898	ERS1132032	ERR1383776	Plate18.9
PRJEB13747	SAMEA3944887	ERS1132021	ERR1383777	Plate18.53
PRJEB13747	SAMEA3943641	ERS1130775	ERR1383778	Plate45.16
PRJEB13747	SAMEA3945955	ERS1133089	ERR1383779	Plate34.3
PRJEB13747	SAMEA3945444	ERS1132578	ERR1383780	Plate26.73
PRJEB13747	SAMEA3943735	ERS1130869	ERR1383781	Plate46.39
PRJEB13747	SAMEA3945292	ERS1132426	ERR1383782	Plate24.31
PRJEB13747	SAMEA3945454	ERS1132588	ERR1383783	Plate26.84
PRJEB13747	SAMEA3943136	ERS1130270	ERR1383784	Plate34.2.66
PRJEB13747	SAMEA3944093	ERS1131227	ERR1383785	High1.76
PRJEB13747	SAMEA3943481	ERS1130615	ERR1383786	Plate42.82
PRJEB13747	SAMEA3945092	ERS1132226	ERR1383787	Plate21.2
PRJEB13747	SAMEA3945403	ERS1132537	ERR1383788	Plate26.94
PRJEB13747	SAMEA3943813	ERS1130947	ERR1383789	Plate38.56
PRJEB13747	SAMEA3944718	ERS1131852	ERR1383790	Plate15.21
PRJEB13747	SAMEA3945203	ERS1132337	ERR1383791	Plate23.39
PRJEB13747	SAMEA3946044	ERS1133178	ERR1383792	Plate5.27
PRJEB13747	SAMEA3945128	ERS1132262	ERR1383793	Plate22.61
PRJEB13747	SAMEA3943433	ERS1130567	ERR1383794	Plate40.66
PRJEB13747	SAMEA3943812	ERS1130946	ERR1383795	Plate37.39
PRJEB13747	SAMEA3944961	ERS1132095	ERR1383796	Plate19.90
PRJEB13747	SAMEA3944539	ERS1131673	ERR1383797	Plate13.76
PRJEB13747	SAMEA3943454	ERS1130588	ERR1383798	Plate40.30
PRJEB13747	SAMEA3943768	ERS1130902	ERR1383799	Plate47.68
PRJEB13747	SAMEA3943550	ERS1130684	ERR1383800	Plate44.2
PRJEB13747	SAMEA3943538	ERS1130672	ERR1383801	Plate44.18
PRJEB13747	SAMEA3943406	ERS1130540	ERR1383802	Plate40.55
PRJEB13747	SAMEA3944874	ERS1132008	ERR1383803	Plate18.21
PRJEB13747	SAMEA3943336	ERS1130470	ERR1383804	Plate37.59
PRJEB13747	SAMEA3944060	ERS1131194	ERR1383805	Plate43.45
PRJEB13747	SAMEA3943636	ERS1130770	ERR1383806	Plate45.55
PRJEB13747	SAMEA3945180	ERS1132314	ERR1383807	Plate23.73
PRJEB13747	SAMEA3944232	ERS1131366	ERR1383808	Low1.41
PRJEB13747	SAMEA3943280	ERS1130414	ERR1383809	Plate36.59
PRJEB13747	SAMEA3943220	ERS1130354	ERR1383810	Plate35.58
PRJEB13747	SAMEA3943429	ERS1130563	ERR1383811	Plate40.37
PRJEB13747	SAMEA3945703	ERS1132837	ERR1383812	Plate30.69
PRJEB13747	SAMEA3943529	ERS1130663	ERR1383813	Plate42.20
PRJEB13747	SAMEA3945733	ERS1132867	ERR1383814	Plate30.22
PRJEB13747	SAMEA3945624	ERS1132758	ERR1383815	Plate29.15
PRJEB13747	SAMEA3944418	ERS1131552	ERR1383816	Plate11.4
PRJEB13747	SAMEA3943593	ERS1130727	ERR1383817	Plate45.58
PRJEB13747	SAMEA3945771	ERS1132905	ERR1383818	Plate31.23
PRJEB13747	SAMEA3946237	ERS1133371	ERR1383819	Plate8.5
PRJEB13747	SAMEA3943957	ERS1131091	ERR1383820	Plate39.58
PRJEB13747	SAMEA3946113	ERS1133247	ERR1383821	Plate6.38
PRJEB13747	SAMEA3944732	ERS1131866	ERR1383822	Plate16.67
PRJEB13747	SAMEA3945965	ERS1133099	ERR1383823	Plate34.22
PRJEB13747	SAMEA3945191	ERS1132325	ERR1383824	Plate23.61
PRJEB13747	SAMEA3944722	ERS1131856	ERR1383825	Plate16.44
PRJEB13747	SAMEA3944135	ERS1131269	ERR1383826	High1.35
PRJEB13747	SAMEA3944853	ERS1131987	ERR1383827	Plate17.15
PRJEB13747	SAMEA3943188	ERS1130322	ERR1383828	Plate35.73
PRJEB13747	SAMEA3944388	ERS1131522	ERR1383829	Plate10.71
PRJEB13747	SAMEA3945030	ERS1132164	ERR1383830	Plate20.24
PRJEB13747	SAMEA3944635	ERS1131769	ERR1383831	Plate14.30
PRJEB13747	SAMEA3943142	ERS1130276	ERR1383832	Plate34.2.51
PRJEB13747	SAMEA3944650	ERS1131784	ERR1383833	Plate15.18
PRJEB13747	SAMEA3945016	ERS1132150	ERR1383834	Plate20.16
PRJEB13747	SAMEA3945559	ERS1132693	ERR1383835	Plate28.80
PRJEB13747	SAMEA3944788	ERS1131922	ERR1383836	Plate17.91
PRJEB13747	SAMEA3944166	ERS1131300	ERR1383837	High2.23
PRJEB13747	SAMEA3943601	ERS1130735	ERR1383838	Plate45.74
PRJEB13747	SAMEA3945570	ERS1132704	ERR1383839	Plate28.52
